trial_id,fleet_size_carts,fixed_crowd_humans,success_rate_pct,makespan_s,mean_replan_latency_ms,corridor_mutex_wait_s,v2v_mesh_packets
95,8,10,100.0,50.0,0.186,0.0,447
95,10,10,100.0,73.0,0.115,0.0,740
95,12,10,100.0,199.85,0.218,0.0,1804
96,2,10,100.0,31.55,0.153,0.0,10
96,4,10,100.0,53.5,0.144,0.0,80
96,6,10,100.0,43.8,0.172,0.0,201
96,8,10,100.0,46.5,0.124,0.0,351
96,10,10,0.0,240.0,0.037,0.0,736
96,12,10,100.0,66.15,0.184,0.0,780
97,2,10,100.0,38.7,0.077,0.0,2
97,4,10,100.0,128.25,0.151,0.0,103
97,6,10,100.0,44.05,0.169,0.0,231
97,8,10,100.0,48.3,0.143,0.0,384
97,10,10,100.0,46.15,0.267,0.0,718
97,12,10,0.0,240.0,0.107,0.0,844
98,2,10,100.0,50.1,0.085,0.0,6
98,4,10,100.0,38.95,0.159,0.0,88
98,6,10,100.0,74.05,0.124,0.0,209
98,8,10,100.0,87.8,0.186,0.0,732
98,10,10,100.0,47.8,0.192,0.0,694
98,12,10,100.0,45.75,0.195,0.0,1092
99,2,10,100.0,62.4,0.069,0.0,6
99,4,10,100.0,53.3,0.173,0.0,87
99,6,10,100.0,68.35,0.14,0.0,213
99,8,10,100.0,82.75,0.196,0.0,356
99,10,10,100.0,54.8,0.147,0.0,920
99,12,10,100.0,54.15,0.187,0.0,1223
100,2,10,100.0,53.0,0.094,0.0,5
100,4,10,100.0,47.25,0.087,0.0,54
100,6,10,100.0,72.85,0.167,0.0,239
100,8,10,100.0,91.95,0.165,0.0,471
100,10,10,0.0,240.0,0.123,0.0,745
100,12,10,100.0,50.15,0.203,0.0,833
