trial_id,config,weight_varied,multiplier,w_D,w_M,w_H,w_R,w_S,success,makespan_s,intimate_exposure_ticks,discomfort_integral,replans
23,w_Mx1.5,w_M,1.5,1.0,2.25,2.0,1.0,1.2,1,43.0,0,0.006,396
24,w_Mx1.5,w_M,1.5,1.0,2.25,2.0,1.0,1.2,1,52.75,0,0.217,554
25,w_Mx1.5,w_M,1.5,1.0,2.25,2.0,1.0,1.2,1,49.3,0,0.013,405
26,w_Mx1.5,w_M,1.5,1.0,2.25,2.0,1.0,1.2,1,83.7,0,0.067,752
27,w_Mx1.5,w_M,1.5,1.0,2.25,2.0,1.0,1.2,1,43.0,0,0.013,362
28,w_Mx1.5,w_M,1.5,1.0,2.25,2.0,1.0,1.2,1,53.9,0,0.138,571
29,w_Mx1.5,w_M,1.5,1.0,2.25,2.0,1.0,1.2,1,33.5,0,0.022,413
30,w_Mx1.5,w_M,1.5,1.0,2.25,2.0,1.0,1.2,1,110.8,0,0.018,847
1,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,54.35,0,0.053,613
2,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,28.05,0,0.035,433
3,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,38.05,0,0.002,389
4,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,50.9,0,0.013,532
5,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,47.2,0,0.191,576
6,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,31.85,0,0.021,466
7,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,41.15,0,0.015,521
8,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,44.9,0,0.021,536
9,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,25.5,0,0.039,405
10,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,24.0,0,0.039,387
11,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,43.8,0,0.025,486
12,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,27.25,0,0.003,410
13,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,21.7,0,0.032,349
14,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,54.7,0,0.006,561
15,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,37.4,0,0.092,494
16,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,38.85,0,0.04,470
17,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,37.3,0,0.039,472
18,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,36.75,0,0.03,470
19,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,44.2,0,0.018,504
20,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,22.95,0,0.164,421
21,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,21.15,0,0.065,361
22,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,64.5,47,0.475,554
23,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,40.1,0,0.023,492
24,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,32.65,0,0.031,465
25,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,40.2,0,0.037,527
26,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,38.85,0,0.036,475
27,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,33.5,0,0.035,485
28,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,28.8,0,0.223,414
29,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,27.25,0,0.026,385
30,w_Hx0.5,w_H,0.5,1.0,1.5,1.0,1.0,1.2,1,47.6,0,0.013,519
1,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,33.7,0,0.004,479
2,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,34.25,0,0.012,489
3,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,37.75,0,0.001,386
4,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,73.6,0,0.012,694
5,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,43.05,0,0.035,554
6,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,52.15,0,0.023,563
7,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,42.2,0,0.003,367
8,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,43.35,0,0.009,433
9,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,52.55,0,0.106,575
10,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,26.25,0,0.035,394
11,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,46.3,0,0.044,503
12,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,26.05,0,0.001,402
13,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,34.8,0,0.013,428
14,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,52.85,0,0.006,410
15,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,33.85,0,0.03,468
16,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,48.0,0,0.073,501
17,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,37.05,0,0.022,462
18,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,40.1,0,0.039,492
19,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,54.65,0,0.014,551
20,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,48.2,0,0.1,613
21,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,21.3,0,0.065,365
22,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,42.6,0,0.0,428
23,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,43.0,0,0.006,396
24,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,33.5,0,0.025,472
25,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,49.3,0,0.013,405
26,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,52.75,0,0.098,598
27,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,37.3,0,0.02,478
28,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,53.75,0,0.311,575
29,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,26.05,0,0.025,370
30,w_Hx0.75,w_H,0.75,1.0,1.5,1.5,1.0,1.2,1,96.95,429,2.36,863
1,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,41.3,0,0.009,491
2,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,37.75,0,0.001,377
3,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,37.75,0,0.001,386
4,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,36.95,0,0.0,426
5,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,45.3,0,0.008,458
6,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,45.3,0,0.018,428
7,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,46.0,0,0.003,383
8,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,43.25,0,0.009,424
9,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,67.65,0,0.172,552
10,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,63.3,12,0.815,551
11,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,45.95,0,0.043,491
12,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,38.0,0,0.009,468
13,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,41.45,0,0.0,314
14,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,67.6,0,0.004,486
15,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,48.7,0,0.024,540
16,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,46.7,0,0.003,391
17,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,42.15,0,0.009,495
18,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,40.85,0,0.017,492
19,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,37.85,0,0.005,466
20,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,43.75,0,0.045,570
21,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,28.05,0,0.061,401
22,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,36.4,0,0.0,400
23,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,43.0,0,0.006,396
24,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,46.15,0,0.047,484
25,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,49.3,0,0.013,405
26,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,83.5,0,0.083,799
27,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,42.8,0,0.012,368
28,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,53.45,0,0.244,563
29,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,38.05,0,0.029,432
30,w_Hx1.25,w_H,1.25,1.0,1.5,2.5,1.0,1.2,1,48.6,0,0.005,336
1,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,42.85,0,0.005,482
2,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,37.75,0,0.001,377
3,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,37.75,0,0.001,386
4,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,36.95,0,0.0,426
5,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,45.3,0,0.007,457
6,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,45.3,0,0.018,428
7,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,36.05,0,0.011,480
8,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,43.25,0,0.009,424
9,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,62.8,19,0.431,533
10,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,62.6,5,0.577,546
11,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,55.8,0,0.029,541
12,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,69.6,0,0.347,581
13,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,41.45,0,0.0,314
14,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,48.3,0,0.004,359
15,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,47.45,0,0.01,371
16,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,43.35,0,0.003,409
17,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,43.6,0,0.01,495
18,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,42.1,0,0.016,487
19,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,41.75,0,0.011,477
20,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,46.65,0,0.062,594
21,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,51.75,101,0.97,587
22,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,36.4,0,0.0,400
23,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,43.0,0,0.006,396
24,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,49.15,0,0.005,398
25,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,50.7,0,0.009,407
26,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,62.6,0,0.039,577
27,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,42.8,0,0.012,368
28,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,57.1,0,0.067,477
29,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,41.5,0,0.028,450
30,w_Hx1.5,w_H,1.5,1.0,1.5,3.0,1.0,1.2,1,48.6,0,0.005,336
1,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,43.75,0,0.007,466
2,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,36.4,0,0.001,333
3,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,36.4,0,0.0,354
4,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,37.0,0,0.0,407
5,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,45.3,0,0.005,435
6,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,45.3,0,0.011,385
7,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,44.45,0,0.002,340
8,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,44.35,0,0.009,388
9,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,56.8,0,0.04,544
10,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,58.55,0,0.008,373
11,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,59.45,0,0.008,443
12,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,34.0,0,0.013,399
13,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,41.45,0,0.0,298
14,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,67.25,0,0.003,451
15,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,35.4,0,0.022,391
16,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,45.3,0,0.003,404
17,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,39.55,0,0.013,428
18,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,51.7,0,0.015,359
19,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,37.8,0,0.004,424
20,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,37.0,0,0.043,539
21,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,26.5,0,0.057,370
22,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,36.4,0,0.0,355
23,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,43.0,0,0.006,380
24,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,51.55,0,0.005,391
25,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,49.3,0,0.013,393
26,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,59.25,0,0.135,535
27,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,44.35,0,0.013,343
28,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,54.2,0,0.116,562
29,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,34.0,0,0.021,398
30,w_Sx0.5,w_S,0.5,1.0,1.5,2.0,1.0,0.6,1,48.55,0,0.005,408
1,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,92.5,0,0.136,853
2,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,36.4,0,0.001,344
3,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,36.4,0,0.0,363
4,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,37.0,0,0.0,424
5,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,45.3,0,0.005,450
6,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,43.1,0,0.018,491
7,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,44.45,0,0.002,353
8,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,43.25,0,0.009,404
9,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,57.8,0,0.047,572
10,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,58.55,0,0.008,386
11,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,59.15,0,0.009,453
12,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,34.0,0,0.013,429
13,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,41.45,0,0.0,315
14,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,67.35,0,0.003,473
15,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,36.0,0,0.024,449
16,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,44.8,0,0.003,415
17,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,36.25,0,0.025,443
18,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,53.15,0,0.015,394
19,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,35.95,0,0.004,436
20,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,37.0,0,0.051,534
21,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,27.3,0,0.059,385
22,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,36.4,0,0.0,366
23,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,43.0,0,0.006,405
24,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,49.4,0,0.22,514
25,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,49.3,0,0.013,409
26,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,0,180.0,11,0.246,1437
27,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,44.35,0,0.013,358
28,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,53.7,0,0.165,569
29,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,34.05,0,0.022,413
30,w_Sx0.75,w_S,0.75,1.0,1.5,2.0,1.0,0.9,1,48.35,0,0.005,418
1,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,35.35,0,0.004,497
2,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,37.75,0,0.002,434
3,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,37.75,0,0.001,402
4,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,37.1,0,0.0,455
5,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,42.05,0,0.005,458
6,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,35.95,0,0.046,495
7,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,42.2,0,0.004,404
8,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,43.25,0,0.01,458
9,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,55.8,0,0.05,590
10,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,59.45,0,0.003,433
11,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,58.4,0,0.018,518
12,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,33.45,0,0.016,464
13,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,34.75,0,0.014,451
14,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,52.35,0,0.004,425
15,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,34.45,0,0.026,492
16,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,46.05,0,0.003,430
17,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,38.75,0,0.016,494
18,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,38.65,0,0.027,501
19,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,35.4,0,0.005,475
20,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,39.8,0,0.061,522
21,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,27.0,0,0.067,414
22,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,36.5,0,0.0,423
23,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,39.65,0,0.006,456
24,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,55.25,0,0.301,597
25,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,47.35,0,0.024,496
26,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,38.05,0,0.426,597
27,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,50.15,0,0.016,473
28,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,53.3,0,0.25,630
29,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,33.5,0,0.022,430
30,w_Sx1.25,w_S,1.25,1.0,1.5,2.0,1.0,1.5,1,96.35,429,2.369,893
1,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,35.45,0,0.004,516
2,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,37.75,0,0.002,454
3,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,37.75,0,0.001,418
4,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,37.1,0,0.0,483
5,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,36.9,0,0.013,463
6,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,43.95,0,0.107,510
7,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,37.4,0,0.004,472
8,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,36.35,0,0.01,472
9,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,56.85,0,0.046,624
10,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,52.4,0,0.003,496
11,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,44.05,0,0.023,543
12,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,36.0,0,0.021,513
13,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,36.75,0,0.001,410
14,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,37.65,0,0.023,489
15,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,48.35,0,0.035,586
16,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,37.65,0,0.003,451
17,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,39.5,0,0.014,516
18,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,36.9,0,0.027,510
19,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,35.05,0,0.005,491
20,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,37.0,0,0.052,525
21,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,26.0,0,0.059,430
22,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,37.05,0,0.0,454
23,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,34.95,0,0.012,466
24,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,60.15,0,0.031,615
25,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,45.35,0,0.015,533
26,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,89.3,14,1.04,956
27,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,36.4,0,0.018,449
28,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,53.15,0,0.234,638
29,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,36.05,0,0.025,448
30,w_Sx1.5,w_S,1.5,1.0,1.5,2.0,1.0,1.8,1,49.05,0,0.015,581
