trial_id,channel,packet_loss_rate,latency_s,success,makespan_s,intimate_exposure_ticks,mesh_packets,replans
10,loss20_lat100ms,0.2,0.1,1,47.05,0,43,429
11,loss20_lat100ms,0.2,0.1,1,21.2,0,41,381
12,loss20_lat100ms,0.2,0.1,1,37.85,0,50,539
13,loss20_lat100ms,0.2,0.1,1,63.7,0,44,603
14,loss20_lat100ms,0.2,0.1,1,40.2,0,56,489
15,loss20_lat100ms,0.2,0.1,1,44.5,0,45,351
16,loss20_lat100ms,0.2,0.1,1,42.85,0,35,457
17,loss20_lat100ms,0.2,0.1,1,42.2,0,57,352
18,loss20_lat100ms,0.2,0.1,1,42.2,0,34,380
19,loss20_lat100ms,0.2,0.1,1,70.15,0,46,479
20,loss20_lat100ms,0.2,0.1,1,51.4,0,43,395
21,loss20_lat100ms,0.2,0.1,1,30.55,0,44,472
22,loss20_lat100ms,0.2,0.1,1,56.85,0,55,448
23,loss20_lat100ms,0.2,0.1,1,42.2,0,43,326
24,loss20_lat100ms,0.2,0.1,1,40.65,47,74,505
25,loss20_lat100ms,0.2,0.1,1,42.8,0,41,325
26,loss20_lat100ms,0.2,0.1,1,34.85,0,39,427
27,loss20_lat100ms,0.2,0.1,1,42.4,0,47,368
28,loss20_lat100ms,0.2,0.1,1,37.4,0,46,468
29,loss20_lat100ms,0.2,0.1,1,66.85,0,40,437
30,loss20_lat100ms,0.2,0.1,1,66.5,0,45,557
1,loss20_lat200ms,0.2,0.2,1,42.2,0,63,462
2,loss20_lat200ms,0.2,0.2,1,91.25,0,53,655
3,loss20_lat200ms,0.2,0.2,1,42.2,0,54,490
4,loss20_lat200ms,0.2,0.2,1,74.9,0,45,673
5,loss20_lat200ms,0.2,0.2,1,21.15,0,52,340
6,loss20_lat200ms,0.2,0.2,1,86.05,0,50,683
7,loss20_lat200ms,0.2,0.2,1,21.3,0,52,352
8,loss20_lat200ms,0.2,0.2,1,42.2,0,52,374
9,loss20_lat200ms,0.2,0.2,1,23.35,0,62,423
10,loss20_lat200ms,0.2,0.2,1,47.05,0,43,431
11,loss20_lat200ms,0.2,0.2,1,21.2,0,41,384
12,loss20_lat200ms,0.2,0.2,1,37.85,0,50,541
13,loss20_lat200ms,0.2,0.2,1,63.7,0,44,607
14,loss20_lat200ms,0.2,0.2,1,40.2,0,56,492
15,loss20_lat200ms,0.2,0.2,1,44.85,0,45,352
16,loss20_lat200ms,0.2,0.2,1,42.85,0,35,460
17,loss20_lat200ms,0.2,0.2,1,42.2,0,57,356
18,loss20_lat200ms,0.2,0.2,1,42.2,0,34,380
19,loss20_lat200ms,0.2,0.2,1,70.15,0,46,482
20,loss20_lat200ms,0.2,0.2,1,51.4,0,43,399
21,loss20_lat200ms,0.2,0.2,1,30.55,0,44,476
22,loss20_lat200ms,0.2,0.2,1,56.85,0,55,451
23,loss20_lat200ms,0.2,0.2,1,42.2,0,43,330
24,loss20_lat200ms,0.2,0.2,1,40.65,47,74,506
25,loss20_lat200ms,0.2,0.2,1,42.8,0,41,325
26,loss20_lat200ms,0.2,0.2,1,34.85,0,39,430
27,loss20_lat200ms,0.2,0.2,1,42.4,0,47,371
28,loss20_lat200ms,0.2,0.2,1,37.4,0,46,470
29,loss20_lat200ms,0.2,0.2,1,66.85,0,40,441
30,loss20_lat200ms,0.2,0.2,1,66.5,0,45,560
